TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Drip Score,Core,Drip Grade,Number,Face Decoration,Hat,Glasses,Necklace,Earring
3044,Milady 3044,sonora,pink,classic,blue,sailor lolita,braid blue,,32,lolita,b-drip,3044,,,,,diamond stud
3045,Milady 3045,clouds,clay,sparkle,blue,mwo shirt,braid purple,spider neck tattoo,29,gyaru,c-drip,3045,,,,,
3046,Milady 3046,bushland,pink,teary,green,tie dye shirt,og frosted purple,,22,harajuku,normal,3046,,,,,
3047,Milady 3047,sunset,pale,sleepy,green,fuzzy coat,tuft green,,31,prep-gyaru,b-drip,3047,tyson tribal tattoo,aloha visor,,,
3048,Milady 3048,mountain,clay,classic,green,skull sweater,bowl purple,,34,lolita-hypebeast,b-drip,3048,black hearts tattoo,sailor hat,,,
3049,Milady 3049,sunrise,clay,classic,leaf,black blazer,og frosted blonde,,27,prep-gyaru,c-drip,3049,,trucker hat 911,round glasses,,
3050,Milady 3050,yashima,black,closed,green,malenciaga jersey,tuft green,,43,hypebeast,s-drip,3050,,,,,chrome cross
3051,Milady 3051,bushland,pale,closed,brown,im cute im punk shirt,tuft green,,26,gyaru,c-drip,3051,,,cobain glasses,,dual rings silver
3052,Milady 3052,yashima,pale,sleepy,green,red puffer,tuft blue,anime chest tattoo,30,lolita-hypebeast,b-drip,3052,,pink bow,,,
3053,Milady 3053,roadside,pale,sparkle,green,mwo shirt,,spider neck tattoo,32,harajuku-gyaru,b-drip,3053,,strawberry hat,,,loop chain earring
3054,Milady 3054,sunrise,pale,teary,brown,special people shirt,og blonde,,15,gyaru,normal,3054,nose ring silver,,,,
3055,Milady 3055,sunset,clay,classic,green,blue pink shirt,bowl slate,spider neck tattoo,27,lolita-prep,c-drip,3055,black hearts tattoo,tennis visor,,,
3056,Milady 3056,sunset,clay,dilated,lilac,green blazer,og blue,,18,prep-gyaru,normal,3056,,cross cap white,,,
3057,Milady 3057,bushland,pink,heart eyes,brown,leopard vest,bowl blue,,31,harajuku-gyaru,b-drip,3057,,aloha visor,,,
3058,Milady 3058,streets,pink,dilated,brown,knit sweater,og frosted blonde,,31,lolita-prep,b-drip,3058,,pink bonnet,,girl necklace,chain earrings
3059,Milady 3059,tennis,clay,dilated,green,goth harajuku,short blue,,29,harajuku,c-drip,3059,tyson tribal tattoo,,,,
3060,Milady 3060,sunset,clay,sleepy,lilac,green blazer,short pink,,28,lolita-prep,c-drip,3060,,pink bonnet,,,dual rings silver
3061,Milady 3061,clouds,clay,dilated,green,bear sweater,bowl brown,,25,prep-gyaru,normal,3061,,white cowboy hat,,,loop chain earring
3062,Milady 3062,sunset,pale,sparkle,blue,blue sweatervest,tuft purple,,21,prep,normal,3062,,,prescription glasses,,
3063,Milady 3063,sonora,clay,sparkle,brown,red puffer,og frosted purple,,42,hypebeast,s-drip,3063,,trucker gothic milady,mottega sunglasses yellow,,cherry earring
3064,Milady 3064,sunrise,pale,teary,green,fur coat,short blonde,,29,lolita-gyaru,c-drip,3064,,trucker im so,mottega sunglasses blue,,
3065,Milady 3065,sunrise,clay,teary,blue,football shirt,tuft brown,,21,hypebeast,normal,3065,,,,,
3066,Milady 3066,mountain,pale,closed,green,western jacket,bowl black,,18,hypebeast,normal,3066,,,,,
3067,Milady 3067,sunset,clay,dilated,brown,leopard polo,short blue,,31,lolita-gyaru,b-drip,3067,,fuzz earmuffs,,pearl necklace,dual rings gold
3068,Milady 3068,clouds,pink,classic,blue,blue sweatervest,bowl blue,,31,prep,b-drip,3068,teardrops tattoo,,,coral cross necklace,chrome cross
3069,Milady 3069,sunrise,pink,sparkle,brown,blue pink shirt,og orange,,15,lolita,normal,3069,,,,,
3070,Milady 3070,bushland,clay,sparkle,green,silk shirt,braid blue,,36,hypebeast,a-drip,3070,,,,,diamond stud
3071,Milady 3071,sunrise,pale,classic,green,blue sweatervest,tuft green,,25,prep,normal,3071,,,mottega sunglasses blue,coral cross necklace,safety pin piercing
3072,Milady 3072,casino,clay,classic,blue,ulzzang coat,tuft green,,20,prep,normal,3072,,,,,chain earrings
3073,Milady 3073,sunset,pink,dilated,green,knit sweater,braid black,,28,prep,c-drip,3073,,plaid bonnet,,pearl necklace,
3074,Milady 3074,sunrise,pale,sparkle,blue,maf creeper,bowl brown,,16,hypebeast,normal,3074,,,,,
3075,Milady 3075,mountain,clay,classic,grey,meedles tracksuit,tuft dark,castle neck tattoo,34,hypebeast,b-drip,3075,face piercings,trucker gothic milady,,,
3076,Milady 3076,roadside,pink,classic,blue,maf creeper,bowl black,,38,hypebeast-harajuku,a-drip,3076,,cake hat,,,cherry earring
3077,Milady 3077,sunrise,pink,sleepy,blue,chore coat,tuft brown,,20,hypebeast,normal,3077,,,,,
3078,Milady 3078,casino,pale,classic,green,western jacket,short blue,,26,lolita-hypebeast,c-drip,3078,,bear hat,,,
3079,Milady 3079,mountain,black,teary,green,kogal cardigan,og blonde,spider neck tattoo,31,prep-gyaru,b-drip,3079,,trucker anime,round glasses,,
3080,Milady 3080,bushland,pale,sparkle,blue,maid,braid purple,,29,lolita,c-drip,3080,snakebites,,,,
3081,Milady 3081,sunset,pale,heart eyes,blue,im cute im punk shirt,tuft green,,21,gyaru,normal,3081,,,sunglasses,,
3082,Milady 3082,roadside,alien,classic,blue,silk shirt,short blonde,,53,hypebeast-gyaru,ss-drip,3082,,brown cowboy hat,,,double safety pins
3083,Milady 3083,sunset,alien,classic,brown,bosozuku jacket,bowl black,,40,harajuku,s-drip,3083,,,,,
3084,Milady 3084,sunset,pale,teary,green,malenciaga neon,og frosted blonde,,41,prep-hypebeast,s-drip,3084,,earflap cap,,,
3085,Milady 3085,mountain,tan,teary,green,blue sweatervest,tuft brown,,39,prep-gyaru,a-drip,3085,star heart tattoo,cross cap white,,fliphone lanyard,burger earring
3086,Milady 3086,mountain,pink,classic,blue,maf rothko,og blonde,,32,hypebeast,b-drip,3086,,,,,burger earring
3087,Milady 3087,bushland,pink,teary,brown,mwo shirt,bowl harajuku dye,castle neck tattoo,35,gyaru,a-drip,3087,,,,,
3088,Milady 3088,clouds,clay,sparkle,lilac,blue sweatervest,braid black,,33,prep-gyaru,b-drip,3088,,trucker im so,,smiley bead necklace,celine dog
3089,Milady 3089,sunrise,clay,sleepy,green,mwo shirt,short orange,,31,gyaru,b-drip,3089,,trucker im so,,,
3090,Milady 3090,tennis,clay,classic,green,ribbon lolita,tuft brown,,31,lolita,b-drip,3090,,pink bonnet,mottega sunglasses blue,,double safety pins
3091,Milady 3091,clouds,pale,heart eyes,leaf,fuzzy coat,tuft green,,38,prep-hypebeast,a-drip,3091,,alien hat,mottega sunglasses yellow,,
3092,Milady 3092,casino,clay,classic,lilac,blue ribbon tank,tuft dark,,20,gyaru,normal,3092,,,,mestwood pearl necklace,safety pin piercing
3093,Milady 3093,tennis,pale,sparkle,aqua,sheep pullover,tuft green,,24,lolita-prep,normal,3093,,bear hat,,,
3094,Milady 3094,yashima,pale,sparkle,brown,sheep pullover,bowl harajuku dye,,30,prep,b-drip,3094,,,,,
3095,Milady 3095,clouds,clay,sleepy,grey,peter pan collar shirt,og orange,,17,lolita,normal,3095,,,,,dual rings silver
3096,Milady 3096,sunset,pale,sparkle,gold,ulzzang coat,bowl blue,,19,prep,normal,3096,,,,,
3097,Milady 3097,streets,pale,teary,brown,sailor lolita,bowl brown,,22,lolita,normal,3097,,,,,dual rings silver
3098,Milady 3098,mountain,pink,classic,green,leopard vest,bowl slate,,29,lolita-harajuku,c-drip,3098,snakebites,pink bow,,,
3099,Milady 3099,nagano,pale,teary,brown,remilia tank,bowl blue,lean neck tattoo,28,gyaru,c-drip,3099,,,,,
3100,Milady 3100,sunset,clay,crying,green,skull sweater,short blue,,24,hypebeast,normal,3100,,,,,double safety pins
3101,Milady 3101,sunset,pink,smug,aqua,kogal cardigan,tuft dark,,18,prep,normal,3101,,,,,
3102,Milady 3102,roadside,pink,crying,blue,pink coat,tuft dark,,22,lolita,normal,3102,,,,,
3103,Milady 3103,sunrise,pink,crying,aqua,sweater and tie,tuft dark,,24,prep,normal,3103,,,,,safety pin piercing
3104,Milady 3104,mountain,pale,teary,aqua,maid,og black,,20,lolita-prep,normal,3104,,plaid bonnet,,,
3105,Milady 3105,xp,clay,sleepy,blue,maf rothko,og blue,,27,hypebeast,c-drip,3105,,,,,
3106,Milady 3106,sunset,clay,teary,brown,peter pan collar shirt,braid blue,anime chest tattoo,37,lolita-prep,a-drip,3106,,earflap cap,,,diamond stud
3107,Milady 3107,sunset,tan,dilated,green,meedles tracksuit,braid green,,31,lolita-hypebeast,b-drip,3107,,fuzz earmuffs,,,
3108,Milady 3108,nagano,tan,dilated,blue,maf creeper,short pink,,44,hypebeast-gyaru,s-drip,3108,gucci cone tattoo,denim usa cap,,,
3109,Milady 3109,mountain,pink,classic,blue,skull sweater,og black,,34,hypebeast-harajuku,b-drip,3109,,kossphones,mottega sunglasses blue,,
3110,Milady 3110,bushland,pink,sparkle,blue,western jacket,tuft purple,,25,hypebeast,normal,3110,,,,,
3111,Milady 3111,sunrise,pink,classic,green,knit sweater,og orange,,18,prep,normal,3111,,,,,double safety pins
3112,Milady 3112,mountain,pink,dilated,blue,sweater and tie,og blonde,,22,lolita-prep,normal,3112,,pink bonnet,,,
3113,Milady 3113,sonora,pink,teary,aqua,fur coat,tuft purple,,33,lolita-prep,b-drip,3113,,tennis visor,,,
3114,Milady 3114,mountain,alien,dilated,green,super lover shirt,bowl green,lean neck tattoo,45,prep-gyaru,ss-drip,3114,star heart tattoo,earflap cap,,,dual rings gold
3115,Milady 3115,sunrise,pale,classic,blue,blue ribbon tank,short orange,,20,gyaru,normal,3115,,,,silver coin necklace,
3116,Milady 3116,casino,pale,teary,aqua,ulzzang coat,tuft dark,,42,prep-gyaru,s-drip,3116,milady pilled tattoo,flower clip,cobain glasses,,loop chain earring
3117,Milady 3117,sunrise,clay,sparkle,blue,chore coat,bowl brown,,28,hypebeast-gyaru,c-drip,3117,,cross cap pink,round glasses,,
3118,Milady 3118,bushland,pale,sleepy,green,bowling shirt,braid green,,31,hypebeast,b-drip,3118,,,,mestwood pearl necklace,
3119,Milady 3119,roadside,pink,classic,blue,leopard polo,og frosted blonde,,44,gyaru,s-drip,3119,,shy saints cap,,fliphone lanyard,
3120,Milady 3120,bushland,pale,classic,grey,gold spray puffer,short green,,26,lolita-hypebeast,c-drip,3120,,pink bonnet,,,
3121,Milady 3121,roadside,clay,crying,blue,knit sweater,short blonde,,27,prep-gyaru,c-drip,3121,,flower clip,,,double safety pins
3122,Milady 3122,sunrise,pink,dilated,aqua,goth poncho,bowl black,,23,lolita,normal,3122,,,,,
3123,Milady 3123,bjork,clay,classic,brown,sweater and tie,braid black,anime chest tattoo,28,prep,c-drip,3123,,,,,
3124,Milady 3124,sunrise,clay,sparkle,green,knit sweater,short blonde,,22,lolita-prep,normal,3124,nose ring silver,pink bonnet,,smiley bead necklace,
3125,Milady 3125,sunset,pale,sleepy,blue,meedles tracksuit,tuft brown,,17,hypebeast,normal,3125,,,,,
3126,Milady 3126,mountain,pale,sparkle,brown,cactus shirt,short green,,19,gyaru,normal,3126,,,,,
3127,Milady 3127,sunrise,pale,classic,blue,pink knit polo,og blonde,,16,prep,normal,3127,,,,,
3128,Milady 3128,sunrise,clay,sleepy,blue,cardigan tee,short green,,39,lolita-harajuku,a-drip,3128,,fuzz earmuffs,harajuku glasses,lean neck tattoo,dual rings silver
3129,Milady 3129,mountain,pale,dilated,blue,active dissident shirt,braid brown,castle neck tattoo,22,gyaru,normal,3129,,,,,
3130,Milady 3130,mountain,pink,dilated,blue,im cute im punk shirt,bowl blue,,33,harajuku-gyaru,b-drip,3130,,heihei hat,mottega sunglasses yellow,,
3131,Milady 3131,roadside,pale,sparkle,green,maid,bowl slate,,35,lolita-prep,a-drip,3131,milady pilled tattoo,spotted fur hat,,,
3132,Milady 3132,clouds,pale,dilated,green,blue sweatervest,bowl slate,,19,prep-gyaru,normal,3132,,brown cowboy hat,,,
3133,Milady 3133,mountain,clay,classic,green,active dissident shirt,short orange,castle neck tattoo,34,gyaru,b-drip,3133,,,larry glasses,,
3134,Milady 3134,sonora,clay,teary,green,blue sweatervest,bowl green,,14,prep,normal,3134,,,,,
3135,Milady 3135,sonora,pale,teary,blue,special people shirt,,,26,harajuku-gyaru,c-drip,3135,,strawberry hat,,,double safety pins
3136,Milady 3136,sunrise,pink,dilated,lilac,jesus tank,bowl purple,,29,gyaru,c-drip,3136,star heart tattoo,,,evil eye necklace,
3137,Milady 3137,mountain,tan,spiral,grey,knit sweater,short orange,,37,prep-gyaru,a-drip,3137,,aloha visor,,,cross earring
3138,Milady 3138,sunrise,pale,dilated,lilac,chore coat,tuft green,castle neck tattoo,34,prep-hypebeast,b-drip,3138,,earflap cap,round glasses,,strawberry earring
3139,Milady 3139,bjork,clay,sparkle,blue,bowling shirt oriental,tuft green,castle neck tattoo,32,hypebeast,b-drip,3139,,,prescription glasses,,cross earring
3140,Milady 3140,sunset,clay,sparkle,blue,leopard polo,og frosted blonde,,26,gyaru,c-drip,3140,,,,,
3141,Milady 3141,nagano,pale,teary,blue,peter pan collar shirt,tuft green,,18,lolita,normal,3141,,,,,double safety pins
3142,Milady 3142,clouds,clay,smug,grey,cactus shirt,og frosted purple,,36,gyaru,a-drip,3142,face piercings,,,,cherry earring
3143,Milady 3143,casino,pink,teary,blue,football shirt,og orange,,28,hypebeast-gyaru,c-drip,3143,,trucker anime,,,
3144,Milady 3144,clouds,clay,closed,grey,im cute im punk shirt,tuft dark,,20,lolita-gyaru,normal,3144,star heart tattoo,maid hat,,,
3145,Milady 3145,sunset,pink,classic,blue,active dissident shirt,short green,,22,gyaru,normal,3145,,,,,
3146,Milady 3146,sunset,tan,sleepy,green,blue ribbon tank,og green,,25,lolita-gyaru,normal,3146,,pink bonnet,,,
3147,Milady 3147,sonora,tan,sparkle,brown,heihei shirt,braid brown,,41,harajuku-gyaru,s-drip,3147,,trucker white rabbit,,eth necklace,
3148,Milady 3148,sonora,pale,dilated,brown,leopard polo,tuft green,,47,hypebeast-gyaru,ss-drip,3148,,dubai hat,mottega sunglasses yellow,girl necklace,flower earring
3149,Milady 3149,clouds,tan,classic,blue,bear sweater,og blue,,24,prep,normal,3149,teardrops tattoo,,,,
3150,Milady 3150,roadside,pink,dilated,green,maid,bowl black,,20,lolita,normal,3150,,,,,
3151,Milady 3151,bushland,pale,sparkle,grey,fuzzy coat,og green,spider neck tattoo,28,prep,c-drip,3151,,,mottega sunglasses yellow,,
3152,Milady 3152,sunset,tan,sleepy,blue,active dissident shirt,og blonde,,23,gyaru,normal,3152,,,,,
3153,Milady 3153,sonora,clay,sparkle,brown,peter pan collar shirt,tuft blue,spider neck tattoo,27,lolita,c-drip,3153,,pink bonnet,,,
3154,Milady 3154,sunset,clay,dilated,brown,leopard vest,tuft purple,,30,harajuku-gyaru,b-drip,3154,star heart tattoo,trucker pink camo,,,
3155,Milady 3155,nagano,pale,crying,brown,remilia tank,short blonde,,32,prep-gyaru,b-drip,3155,,beret,,fliphone lanyard,
3156,Milady 3156,xp,pale,teary,aqua,im cute im punk shirt,tuft purple,,31,gyaru,b-drip,3156,,,yy glasses,,
3157,Milady 3157,bushland,pale,teary,blue,knit sweater,short pink,,35,prep-gyaru,a-drip,3157,,cross cap white,mottega sunglasses blue,mestwood pearl necklace,
3158,Milady 3158,sunset,black,sparkle,blue,gold spray puffer,short blonde,anime chest tattoo,41,hypebeast-gyaru,s-drip,3158,,trucker anime,,,
3159,Milady 3159,sunrise,clay,sleepy,brown,chore coat,og blue,,26,hypebeast,c-drip,3159,,,,,diamond stud
3160,Milady 3160,bushland,tan,sleepy,green,fuzzy coat,braid green,castle neck tattoo,53,prep,ss-drip,3160,temple cross tattoo,spotted fur hat,,,
3161,Milady 3161,sunrise,clay,sparkle,blue,blue pink shirt,short orange,,21,lolita-harajuku,normal,3161,,bear ears,,,
3162,Milady 3162,sunset,pink,dilated,brown,mape hoodie,og blue,,37,hypebeast-gyaru,a-drip,3162,,denim fish cap,cobain glasses,,
3163,Milady 3163,bushland,pale,teary,green,jesus tank,short blonde,,28,hypebeast-gyaru,c-drip,3163,temple cross tattoo,trucker gothic milady,,girl necklace,
3164,Milady 3164,xp,clay,sleepy,brown,ribbon lolita,short green,,22,lolita,normal,3164,,,,,cross earring
3165,Milady 3165,casino,tan,sparkle,blue,kogal cardigan,braid green,anime chest tattoo,31,prep,b-drip,3165,,,,,
3166,Milady 3166,clouds,clay,sparkle,blue,blue sweatervest,bowl purple,anime chest tattoo,35,lolita-prep,a-drip,3166,nose ring silver,goth headband,,smiley bead necklace,
3167,Milady 3167,sonora,pink,sparkle,brown,skull sweater,tuft purple,anime chest tattoo,49,hypebeast,ss-drip,3167,teardrops tattoo,,round glasses,,celine dog
3168,Milady 3168,roadside,pink,smug,grey,knit sweater,bowl green,spider neck tattoo,35,prep-gyaru,a-drip,3168,temple cross tattoo,rhinestone skull cap,,,
3169,Milady 3169,sunrise,clay,classic,green,knit sweater,tuft purple,,41,prep,s-drip,3169,temple cross tattoo,ivy cap,sunglasses,smiley bead necklace,
3170,Milady 3170,sonora,clay,classic,brown,maf creeper,tuft green,,20,hypebeast-gyaru,normal,3170,,backwards trucker pink,,,
3171,Milady 3171,streets,tan,sleepy,blue,blue ribbon tank,og black,,40,gyaru,s-drip,3171,,cross cap white,,pearl necklace,heart pearls earring
3172,Milady 3172,clouds,pink,sparkle,blue,maf rothko,bowl blue,,36,hypebeast-gyaru,a-drip,3172,,trucker oasis,mottega sunglasses blue,,
3173,Milady 3173,streets,pale,sparkle,green,fleece paisley jacket,short green,,51,hypebeast,ss-drip,3173,,buckethat,,silver coin necklace,heart pearls earring
3174,Milady 3174,mountain,tan,dilated,blue,chore coat,og blue,,28,hypebeast,c-drip,3174,,,round glasses,,
3175,Milady 3175,clouds,clay,closed,blue,ulzzang coat,og blue,,38,prep-gyaru,a-drip,3175,face piercings,flower clip,,,strawberry earring
3176,Milady 3176,roadside,pale,dilated,blue,kogal cardigan,braid blue,spider neck tattoo,28,prep-harajuku,c-drip,3176,,bandana,,,
3177,Milady 3177,bushland,clay,dilated,brown,gold spray puffer,short blue,,44,prep-hypebeast,s-drip,3177,milady pilled tattoo,plaid bonnet,larry glasses,,dual rings gold
3178,Milady 3178,roadside,pink,crying,blue,active dissident shirt,short orange,,42,gyaru,s-drip,3178,,cross cap pink,,,
3179,Milady 3179,sunrise,pale,teary,brown,goth poncho,short orange,,27,lolita,c-drip,3179,,,,,
3180,Milady 3180,mountain,clay,closed,blue,bear sweater,braid blue,,20,prep,normal,3180,,,,,
3181,Milady 3181,tennis,pink,dilated,green,special people shirt,tuft purple,,23,gyaru,normal,3181,,,,,
3182,Milady 3182,train,pink,closed,lilac,gold spray puffer,tuft green,,33,prep-hypebeast,b-drip,3182,nose ring gold,varsity cap,,,
3183,Milady 3183,roadside,pale,closed,green,hikki condition shirt,og orange,,27,gyaru,c-drip,3183,,trucker construction,,,
3184,Milady 3184,mountain,black,sleepy,green,pink knit polo,short blonde,,31,prep,b-drip,3184,nose ring gold,,,,
3185,Milady 3185,bushland,clay,classic,aqua,jesus tank,og orange,spider neck tattoo,19,gyaru,normal,3185,,,,coral cross necklace,
3186,Milady 3186,mountain,pale,classic,green,sailor lolita,short orange,,46,lolita-gyaru,ss-drip,3186,crescent tattoo,flower clip,mottega sunglasses yellow,,flower earring
3187,Milady 3187,sonora,pale,sleepy,lilac,blue ribbon tank,braid green,,23,gyaru,normal,3187,,,,,cross earring
3188,Milady 3188,bushland,black,sparkle,lilac,football shirt,braid purple,,50,lolita-hypebeast,ss-drip,3188,,pink bow,sunglasses,,
3189,Milady 3189,sunset,pale,dilated,green,bosozuku jacket,short green,,33,prep-harajuku,b-drip,3189,,plaid bonnet,,,safety pin piercing
3190,Milady 3190,mountain,clay,sparkle,blue,knit sweater,tuft dark,,24,lolita-prep,normal,3190,,fuzz earmuffs,round glasses,evil eye necklace,
3191,Milady 3191,bushland,pale,teary,brown,mape hoodie,braids harajuku dye,,41,hypebeast-gyaru,s-drip,3191,,white cowboy hat,,,loop chain earring
3192,Milady 3192,sunset,pale,dilated,blue,kogal cardigan,og blue,,21,prep,normal,3192,black hearts tattoo,,,,
3193,Milady 3193,sonora,pink,dilated,blue,mwo shirt,braid brown,,29,hypebeast-gyaru,c-drip,3193,,buckethat,,,
3194,Milady 3194,yashima,pink,teary,blue,cactus shirt,bowl black,,42,harajuku-gyaru,s-drip,3194,nose ring silver,fez,,,heart pearls earring
3195,Milady 3195,bushland,clay,sparkle,green,mouse tank,short orange,anime chest tattoo,37,gyaru,a-drip,3195,face piercings,,prescription glasses,,chrome cross
3196,Milady 3196,bushland,pale,teary,green,ulzzang coat,braid black,,38,prep,a-drip,3196,crescent tattoo,,harajuku glasses,,cross earring
3197,Milady 3197,xp,pale,dilated,green,blue pink shirt,og blonde,,27,lolita-harajuku,c-drip,3197,,heihei hat,round glasses,,
3198,Milady 3198,roadside,pale,crying,brown,blue pink shirt,tuft blue,,21,lolita-harajuku,normal,3198,,bear ears,,,
3199,Milady 3199,sunset,pink,sleepy,lilac,western jacket,og orange,,26,prep-hypebeast,c-drip,3199,,tennis visor,,,
