TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring
2140,Milady 2140,mountain,pink,dilated,blue,maf rothko,og blonde,,lolita-hypebeast,c-drip,,sailor hat,,,
2141,Milady 2141,sunrise,pink,classic,brown,ribbon lolita,og blue,,lolita-gyaru,normal,,trucker construction,,,
2142,Milady 2142,sonora,pale,classic,green,leopard polo,braid green,,prep-gyaru,b-drip,,plaid bonnet,,smiley bead necklace,
2143,Milady 2143,bjork,black,dilated,lilac,sailor lolita,short blonde,,lolita-gyaru,b-drip,,shy saints cap,,,
2144,Milady 2144,sunrise,tan,teary,brown,cardigan tee,tuft purple,,hypebeast-harajuku,ss-drip,,treeprint bucket,,milady beads,heart pearls earring
2145,Milady 2145,roadside,clay,dilated,blue,ribbon lolita,og orange,,lolita-gyaru,normal,star heart tattoo,trucker hat 911,,,
2146,Milady 2146,sunset,clay,classic,aqua,special people shirt,tuft dark,,harajuku-gyaru,a-drip,face piercings,cake hat,cobain glasses,,
2147,Milady 2147,sunset,pale,dilated,grey,tennis outfit,tuft blue,,prep,s-drip,,tennis visor,,,
2148,Milady 2148,bushland,pink,sleepy,blue,blue sweatervest,short pink,,prep,c-drip,,,,lean neck tattoo,
2149,Milady 2149,casino,pink,classic,blue,mouse tank,og frosted purple,,prep-gyaru,s-drip,,orange beret,cobain glasses,lean neck tattoo,
2150,Milady 2150,mountain,pink,sleepy,brown,malenciaga jersey,tuft brown,lean neck tattoo,hypebeast-harajuku,s-drip,,bear ears,sunglasses,,
2151,Milady 2151,sunrise,clay,teary,brown,matagonia pullover,bowl slate,,lolita-hypebeast,a-drip,temple cross tattoo,sailor hat,,smiley bead necklace,bar piercings
2152,Milady 2152,harajuku,clay,sparkle,blue,sheep pullover,short orange,,prep,b-drip,black hearts tattoo,,,,
2153,Milady 2153,clouds,tan,closed,blue,green blazer,bowl slate,,prep,a-drip,,earflap cap,,,chain earrings
2154,Milady 2154,sunrise,pale,smug,brown,bear sweater,short orange,castle neck tattoo,prep,normal,,,,,
2155,Milady 2155,sunset,pink,sparkle,blue,kogal cardigan,tuft blue,,prep,normal,,,sunglasses,,
2156,Milady 2156,sunset,clay,classic,blue,ulzzang coat,og blue,,prep,b-drip,nose ring gold,ivy cap,,,
2157,Milady 2157,harajuku,pale,teary,blue,sailor lolita,og frosted purple,anime chest tattoo,lolita,b-drip,,,,,
2158,Milady 2158,train,pale,sparkle,brown,blue pink shirt,tuft purple,,lolita,b-drip,face piercings,maid hat,,,
2159,Milady 2159,mountain,clay,dilated,blue,mape hoodie,short blonde,,hypebeast-harajuku,normal,,bear ears,,,
2160,Milady 2160,mountain,pink,dilated,blue,active dissident shirt,braid black,,gyaru,normal,,,,,dual rings silver
2161,Milady 2161,bushland,pale,closed,lilac,bear sweater,og frosted blonde,,lolita-prep,normal,,pink bonnet,,,
2162,Milady 2162,roadside,black,classic,green,knit sweater,og green,,prep,b-drip,,,,girl necklace,diamond stud
2163,Milady 2163,roadside,pale,closed,green,mwo shirt,bowl brown,,hypebeast-gyaru,b-drip,,meedles headband,mottega sunglasses blue,,
2164,Milady 2164,clouds,pink,closed,blue,special people shirt,og blonde,,harajuku-gyaru,c-drip,,heihei hat,,,
2165,Milady 2165,nagano,pink,crying,aqua,fleece paisley jacket,bowl purple,,hypebeast-gyaru,ss-drip,,denim fish cap,,lean neck tattoo,
2166,Milady 2166,bushland,clay,teary,green,football shirt,og frosted purple,,hypebeast-gyaru,b-drip,,trucker pink camo,,,
2167,Milady 2167,sonora,clay,sleepy,green,bowling shirt,og green,,hypebeast,a-drip,snakebites,,,mestwood pearl necklace,dual rings silver
2168,Milady 2168,harajuku,pink,sleepy,brown,peter pan collar shirt,og blue,,lolita,normal,,,,,loop chain earring
2169,Milady 2169,casino,pale,classic,blue,maf rothko,bowl slate,,hypebeast,normal,nose ring gold,,,,
2170,Milady 2170,sunrise,pale,closed,green,leopard vest,og orange,,harajuku-gyaru,b-drip,,denim fish cap,,,chrome cross
2171,Milady 2171,casino,pale,sparkle,brown,peter pan collar shirt,braid brown,,lolita-harajuku,normal,,bear ears,prescription glasses,,
2172,Milady 2172,tennis,pale,sparkle,leaf,bowling shirt,braid brown,,lolita-hypebeast,a-drip,,blue pink bow,,silver coin necklace,strawberry earring
2173,Milady 2173,mountain,tan,teary,blue,pink coat,og frosted purple,,lolita,a-drip,,,round glasses,,cherry earring
2174,Milady 2174,sunrise,clay,dilated,brown,chore coat,og blonde,,hypebeast,normal,,,,,
2175,Milady 2175,roadside,pink,dilated,blue,bear sweater,braid brown,,prep-gyaru,normal,,trucker im so,,,dual rings gold
2176,Milady 2176,bushland,tan,classic,brown,goth harajuku,short green,,harajuku-gyaru,s-drip,,workin cap,prescription glasses,,diamond stud
2177,Milady 2177,roadside,clay,dilated,green,kogal cardigan,tuft dark,,prep,b-drip,,varsity cap,,,heart pearls earring
2178,Milady 2178,casino,pale,dilated,blue,pink knit polo,og green,,prep-gyaru,b-drip,star heart tattoo,cross cap white,round glasses,,dual rings gold
2179,Milady 2179,bushland,tan,sparkle,leaf,black blazer,braid green,,prep-harajuku,b-drip,teardrops tattoo,bandana,,,
2180,Milady 2180,casino,pink,sparkle,blue,pink coat,og orange,,lolita,normal,,,,,
2181,Milady 2181,sunset,clay,dilated,green,special people shirt,braid green,,gyaru,c-drip,,shy saints cap,,,
2182,Milady 2182,roadside,clay,dilated,blue,im cute im punk shirt,short pink,,gyaru,b-drip,,denim usa cap,,,
2183,Milady 2183,bushland,pink,classic,leaf,skull sweater,braid black,,hypebeast-gyaru,c-drip,,trucker hat 911,,,
2184,Milady 2184,mountain,pink,dilated,green,blue sweatervest,og blonde,,prep-gyaru,c-drip,,brown cowboy hat,,pearl necklace,cherry earring
2185,Milady 2185,train,pink,teary,brown,special people shirt,short blue,,gyaru,b-drip,milady pilled tattoo,,mottega sunglasses yellow,,
2186,Milady 2186,sunset,pale,spiral,green,remilia tank,og blue,,gyaru,ss-drip,nose ring silver,brown cowboy hat,mottega sunglasses yellow,,bar piercings
2187,Milady 2187,casino,clay,dilated,green,black blazer,braid brown,,prep,c-drip,,earflap cap,,,
2188,Milady 2188,harajuku,pale,crying,green,knit sweater,braid blue,,prep,c-drip,,,,,dual rings silver
2189,Milady 2189,sunrise,clay,classic,blue,goth harajuku,bowl blue,,harajuku-gyaru,c-drip,,rhinestone skull cap,,,
2190,Milady 2190,sunrise,pink,dilated,green,ribbon lolita,short blonde,,lolita-gyaru,c-drip,,cross cap pink,,,
2191,Milady 2191,casino,pink,crying,green,bowling shirt,og orange,,lolita-hypebeast,b-drip,,pink bonnet,,mestwood pearl necklace,
2192,Milady 2192,sunrise,clay,sparkle,brown,sailor lolita,tuft green,,lolita,c-drip,,pink bow,,,
2193,Milady 2193,bushland,pale,classic,brown,hikki condition shirt,tuft dark,,prep-gyaru,normal,,varsity cap,,,
2194,Milady 2194,clouds,clay,closed,blue,blue ribbon tank,short blue,,gyaru,normal,,,,fliphone lanyard,
2195,Milady 2195,roadside,pale,closed,green,maid,tuft dark,,lolita-hypebeast,b-drip,,buckethat,,,bar piercings
2196,Milady 2196,sunrise,pale,sparkle,green,blue sweatervest,bowl blue,,prep,normal,,,,evil eye necklace,
2197,Milady 2197,sonora,clay,sparkle,green,sailor lolita,bowl green,castle neck tattoo,lolita-gyaru,c-drip,,aloha visor,,,
2198,Milady 2198,mountain,pink,teary,brown,red puffer,bowl harajuku dye,,hypebeast-gyaru,a-drip,,brown cowboy hat,,,double safety pins
2199,Milady 2199,mountain,tan,teary,green,peter pan collar shirt,og frosted blonde,,lolita,b-drip,nose ring gold,,prescription glasses,,
2200,Milady 2200,mountain,pink,sleepy,blue,maf rothko,og green,,hypebeast-gyaru,ss-drip,,trucker anime,cobain glasses,,cherry earring
2201,Milady 2201,sunset,clay,sleepy,blue,mwo shirt,bowl brown,,prep-gyaru,normal,,plaid bonnet,,,dual rings gold
2202,Milady 2202,sunset,pale,classic,green,green blazer,bowl black,,prep,normal,,,,,bar piercings
2203,Milady 2203,bushland,pink,teary,brown,gold spray puffer,tuft blue,,hypebeast,c-drip,,,,,
2204,Milady 2204,mountain,clay,sleepy,brown,meedles tracksuit,braid brown,,hypebeast-gyaru,normal,,cross cap white,,,
2205,Milady 2205,streets,pink,sparkle,blue,tennis outfit,tuft brown,,prep,s-drip,snakebites,,,evil eye necklace,
2206,Milady 2206,sunset,pale,closed,blue,bowling shirt oriental,og green,,hypebeast,normal,,,,,
2207,Milady 2207,bushland,pale,dilated,green,sailor lolita,og frosted blonde,,lolita,normal,nose ring gold,,,,
2208,Milady 2208,sunrise,pale,teary,leaf,kogal cardigan,braid blue,,prep,c-drip,teardrops tattoo,,mottega sunglasses blue,,
2209,Milady 2209,streets,pale,crying,blue,cactus shirt,tuft green,,gyaru,normal,,,,,double safety pins
2210,Milady 2210,bushland,pink,closed,blue,bear sweater,bowl green,,prep,c-drip,,varsity cap,round glasses,,
2211,Milady 2211,roadside,pink,teary,blue,maf creeper,og blonde,lean neck tattoo,lolita-hypebeast,s-drip,teardrops tattoo,cat ears with bell,mottega sunglasses blue,,
2212,Milady 2212,yashima,pale,sleepy,green,peter pan collar shirt,bowl green,,lolita-harajuku,normal,,bear ears,,,safety pin piercing
2213,Milady 2213,mountain,pale,teary,blue,pink knit polo,tuft dark,,lolita-prep,normal,star heart tattoo,maid hat,,,
2214,Milady 2214,clouds,clay,sparkle,blue,silk shirt,bowl brown,,hypebeast-gyaru,c-drip,,trucker im so,,,
2215,Milady 2215,nagano,clay,sparkle,gold,sheep pullover,tuft brown,,prep,normal,,,,,cherry earring
2216,Milady 2216,sunrise,pale,smug,green,pink knit polo,og frosted blonde,,prep-gyaru,b-drip,,denim fish cap,round glasses,,
2217,Milady 2217,mountain,tan,classic,brown,meedles tracksuit,short blonde,,prep-hypebeast,a-drip,nose ring gold,ivy cap,round glasses,,
2218,Milady 2218,sunrise,pale,classic,green,goth harajuku,bowl brown,,harajuku,a-drip,snakebites,kossphones,round glasses,,
2219,Milady 2219,sunset,black,teary,blue,zip polo,bowl green,,harajuku,a-drip,,,,milady beads,
2220,Milady 2220,mountain,tan,classic,blue,fuzzy coat,og frosted purple,,lolita-prep,a-drip,,blue pink bow,,,diamond stud
2221,Milady 2221,tennis,clay,sparkle,brown,goth poncho,og blonde,,lolita,c-drip,snakebites,,,,
2222,Milady 2222,roadside,pink,dilated,green,sweater and tie,tuft green,,prep,b-drip,,ivy cap,,,
2223,Milady 2223,tennis,pink,smug,aqua,matagonia pullover,braid blue,,hypebeast-gyaru,s-drip,,aloha visor,,lean neck tattoo,
2224,Milady 2224,mountain,pink,teary,grey,malenciaga neon,bowl green,,hypebeast,b-drip,,,,,
2225,Milady 2225,train,clay,dilated,green,bear sweater,og frosted purple,,prep,c-drip,,,,,cherry earring
2226,Milady 2226,sunrise,black,teary,green,super lover shirt,short green,castle neck tattoo,gyaru,c-drip,,,,,
2227,Milady 2227,sunrise,tan,sparkle,brown,malenciaga jersey,short blue,,hypebeast-harajuku,s-drip,,kossphones,,,
2228,Milady 2228,roadside,pale,classic,brown,pink knit polo,tuft green,,lolita-prep,c-drip,black hearts tattoo,sailor hat,,,
2229,Milady 2229,clouds,pale,crying,blue,super lover shirt,bowl purple,,gyaru,normal,,,,,
2230,Milady 2230,mountain,clay,closed,brown,jesus tank,og frosted purple,,lolita-gyaru,a-drip,,pink bow,prescription glasses,,cherry earring
2231,Milady 2231,bushland,pale,teary,blue,malenciaga jersey,og black,,hypebeast,normal,,,,,
2232,Milady 2232,clouds,pale,dilated,blue,kogal cardigan,og frosted purple,,prep-gyaru,normal,,aloha visor,,,
2233,Milady 2233,harajuku,alien,sparkle,green,red puffer,braid black,,hypebeast,ss-drip,milady pilled tattoo,,,,flower earring
2234,Milady 2234,casino,pink,classic,brown,heihei shirt,og frosted blonde,,harajuku,b-drip,,,,milady beads,
2235,Milady 2235,sunset,clay,sparkle,blue,heihei shirt,bowl black,,harajuku-gyaru,c-drip,,trucker construction,,coral cross necklace,
2236,Milady 2236,sunset,tan,dilated,brown,skull sweater,braid green,,hypebeast-gyaru,b-drip,star heart tattoo,trucker im so,,,
2237,Milady 2237,train,clay,crying,brown,pink coat,og frosted blonde,,lolita,b-drip,milady pilled tattoo,,,,
2238,Milady 2238,bushland,tan,smug,brown,mwo shirt,bowl harajuku dye,,prep-gyaru,ss-drip,,beret,,,diamond stud
2239,Milady 2239,mountain,pale,sleepy,blue,ulzzang coat,tuft green,,prep-hypebeast,c-drip,,buckethat,,,double safety pins
2240,Milady 2240,sunset,pale,dilated,brown,maid,braid brown,,lolita-prep,normal,,varsity cap,,,
2241,Milady 2241,sunrise,pale,closed,brown,pink coat,og blue,spider neck tattoo,lolita,s-drip,nose ring silver,pink bow,prescription glasses,,safety pin piercing
2242,Milady 2242,sonora,clay,dilated,green,bear sweater,og frosted blonde,,prep,normal,,,,,
2243,Milady 2243,sunrise,pale,teary,green,mouse tank,tuft brown,,lolita-gyaru,normal,,pink bonnet,round glasses,,loop chain earring
2244,Milady 2244,sunrise,pink,sparkle,aqua,leopard vest,short orange,,harajuku-gyaru,s-drip,nose ring silver,brown cowboy hat,round glasses,,chrome cross
2245,Milady 2245,bushland,pale,teary,green,western jacket,og blue,,hypebeast-gyaru,normal,star heart tattoo,trucker white rabbit,,,
2246,Milady 2246,mountain,clay,sparkle,green,fuzzy coat,short pink,,prep-gyaru,b-drip,,flower clip,,,safety pin piercing
2247,Milady 2247,roadside,pale,teary,brown,matagonia pullover,braid purple,,hypebeast,a-drip,,,,,bar piercings
2248,Milady 2248,sonora,clay,closed,green,peter pan collar shirt,og frosted blonde,,lolita,b-drip,,pink bow,,,
2249,Milady 2249,mountain,pink,sleepy,green,super lover shirt,braid black,,harajuku-gyaru,normal,,bear ears,,,
2250,Milady 2250,sonora,clay,teary,green,green blazer,braid green,,prep-gyaru,normal,,shy saints cap,,,
2251,Milady 2251,mountain,pale,classic,aqua,silk shirt,og frosted purple,,hypebeast,a-drip,,,sunglasses,,
2252,Milady 2252,mountain,clay,sparkle,blue,peter pan collar shirt,tuft dark,,lolita-harajuku,c-drip,temple cross tattoo,fez,,,cross earring
2253,Milady 2253,clouds,pale,teary,brown,western jacket,short orange,,hypebeast,c-drip,,,,,loop chain earring
2254,Milady 2254,sunset,pink,dilated,green,green blazer,short orange,spider neck tattoo,lolita-prep,b-drip,teardrops tattoo,cat ears with bell,,,
2255,Milady 2255,sunset,clay,classic,green,pink knit polo,bowl black,,prep,c-drip,,beret,prescription glasses,,
2256,Milady 2256,tennis,pale,smug,green,goth harajuku,bowl slate,spider neck tattoo,harajuku,normal,,,,,
2257,Milady 2257,bushland,pink,spiral,brown,skull sweater,bowl purple,lean neck tattoo,prep-hypebeast,ss-drip,,spotted fur hat,,,
2258,Milady 2258,bushland,tan,sleepy,blue,im cute im punk shirt,bowl slate,,gyaru,c-drip,,,larry glasses,,
2259,Milady 2259,yashima,pink,classic,green,bowling shirt,og black,,hypebeast-harajuku,a-drip,,cake hat,,,
2260,Milady 2260,mountain,clay,dilated,brown,tie dye shirt,bowl green,,harajuku,b-drip,,cake hat,prescription glasses,,
2261,Milady 2261,nagano,pink,classic,green,kogal cardigan,og frosted purple,,prep,a-drip,,ivy cap,prescription glasses,,
2262,Milady 2262,casino,clay,sleepy,green,silk shirt,tuft blue,,hypebeast,c-drip,,,,,
2263,Milady 2263,sunrise,pink,sparkle,blue,gold spray puffer,braid blue,,hypebeast,b-drip,,,prescription glasses,,
2264,Milady 2264,sunset,clay,spiral,brown,jesus tank,og blonde,,gyaru,c-drip,,trucker construction,,mestwood pearl necklace,
2265,Milady 2265,bushland,pink,classic,blue,kogal cardigan,bowl green,,prep-hypebeast,c-drip,nose ring silver,treeprint bucket,round glasses,,
2266,Milady 2266,mountain,clay,closed,lilac,fuzzy coat,bowl brown,,prep-hypebeast,c-drip,nose ring silver,buckethat,,,
2267,Milady 2267,nagano,clay,classic,brown,pink knit polo,bowl blue,,prep,normal,,,,,safety pin piercing
2268,Milady 2268,sunrise,pale,sleepy,green,jesus tank,tuft blue,,gyaru,b-drip,black hearts tattoo,cross cap white,,pearl necklace,
2269,Milady 2269,sunset,pink,dilated,leaf,sailor lolita,short blue,,lolita-gyaru,b-drip,,trucker anime,mottega sunglasses yellow,,
2270,Milady 2270,bushland,pink,classic,blue,matagonia pullover,og green,,hypebeast,b-drip,temple cross tattoo,,,,
2271,Milady 2271,sunset,pink,classic,green,jesus tank,braid brown,lean neck tattoo,gyaru,b-drip,,trucker white rabbit,,smiley bead necklace,
2272,Milady 2272,bushland,pale,sparkle,gold,maid,bowl brown,,lolita-prep,a-drip,crescent tattoo,earflap cap,harajuku glasses,,
2273,Milady 2273,sunrise,pink,sparkle,green,maf rothko,short blonde,,hypebeast-gyaru,c-drip,,trucker anime,,,
2274,Milady 2274,sunset,pale,teary,blue,goth poncho,braid green,,lolita,c-drip,,,,,
2275,Milady 2275,roadside,pink,dilated,green,blue ribbon tank,og orange,,gyaru,normal,,,,lean neck tattoo,chain earrings
2276,Milady 2276,sunset,pink,sparkle,brown,remilia tank,braids harajuku dye,,gyaru,a-drip,,trucker anime,,,
2277,Milady 2277,clouds,clay,sparkle,brown,blue ribbon tank,short blonde,,gyaru,normal,,,,,
2278,Milady 2278,mountain,pale,dilated,green,blue pink shirt,tuft blue,,lolita,normal,,,,,
2279,Milady 2279,casino,clay,dilated,blue,maid,tuft green,,lolita,normal,,,,,
2280,Milady 2280,sunrise,pink,sparkle,green,malenciaga jersey,bowl green,,hypebeast,c-drip,,,,,
2281,Milady 2281,nagano,pink,classic,brown,chore coat,bowl brown,,hypebeast-gyaru,a-drip,tyson tribal tattoo,trucker hat 911,,,
2282,Milady 2282,mountain,clay,sleepy,blue,heihei shirt,bowl brown,,harajuku,b-drip,,,yy glasses,,
2283,Milady 2283,casino,tan,teary,green,black blazer,bowl slate,,lolita-prep,normal,nose ring gold,fuzz earmuffs,,,
2284,Milady 2284,yashima,pink,classic,brown,remilia tank,bowl slate,,gyaru,normal,,,,mestwood pearl necklace,
2285,Milady 2285,roadside,alien,classic,green,special people shirt,tuft blue,,gyaru,a-drip,,,,,dual rings gold
2286,Milady 2286,tennis,clay,sleepy,green,kogal cardigan,short blonde,,prep-gyaru,normal,nose ring silver,denim usa cap,,,
2287,Milady 2287,sunset,pale,sparkle,blue,sweater and tie,tuft brown,,prep-harajuku,b-drip,,bear ears,mottega sunglasses blue,,chrome cross
2288,Milady 2288,mountain,pink,teary,green,mape hoodie,tuft brown,anime chest tattoo,prep-hypebeast,s-drip,temple cross tattoo,tennis visor,,,bar piercings
2289,Milady 2289,tennis,clay,sparkle,green,fur coat,og green,,lolita-prep,b-drip,,earflap cap,round glasses,,loop chain earring
2290,Milady 2290,yashima,pink,heart eyes,blue,tie dye shirt,og blonde,,harajuku,normal,teardrops tattoo,,,,dual rings gold
2291,Milady 2291,xp,tan,sparkle,blue,active dissident shirt,short green,,harajuku-gyaru,s-drip,,migoko hat,,,
2292,Milady 2292,mountain,clay,dilated,aqua,sweater and tie,braid blue,,prep-gyaru,c-drip,teardrops tattoo,backwards trucker pink,,,
2293,Milady 2293,bushland,pink,sparkle,blue,sweater and tie,braid blue,,prep,b-drip,,,prescription glasses,,loop chain earring
2294,Milady 2294,mountain,clay,dilated,blue,maid,og black,,lolita-harajuku,normal,,bandana,,,double safety pins
2295,Milady 2295,bushland,pink,closed,brown,bear sweater,og blue,,prep-gyaru,c-drip,,rhinestone skull cap,,,
2296,Milady 2296,clouds,clay,sleepy,green,ribbon lolita,bowl black,,lolita,b-drip,milady pilled tattoo,goth headband,,,
2297,Milady 2297,mountain,clay,dilated,blue,bowling shirt,tuft dark,spider neck tattoo,hypebeast-gyaru,b-drip,,trucker white rabbit,round glasses,mestwood pearl necklace,
2298,Milady 2298,sunset,pale,classic,lilac,sweater and tie,bowl slate,,prep-gyaru,normal,,brown cowboy hat,,,
2299,Milady 2299,sunrise,pale,dilated,green,football shirt,braid blue,,hypebeast,c-drip,,,,,
2300,Milady 2300,sunset,clay,dilated,green,hikki condition shirt,tuft green,,gyaru,c-drip,teardrops tattoo,backwards trucker pink,,,
2301,Milady 2301,sunrise,pale,sparkle,blue,jesus tank,braid purple,anime chest tattoo,prep-gyaru,b-drip,temple cross tattoo,varsity cap,,,
2302,Milady 2302,roadside,tan,spiral,green,red puffer,og green,,hypebeast,a-drip,,,yy glasses,,
2303,Milady 2303,mountain,pale,sparkle,grey,cactus shirt,tuft blue,,prep-gyaru,c-drip,,bean hat,,,loop chain earring
